codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,Dia,Mes,Ano,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
46597,INCIDENTE,MARABÁ,PA,SBMA,01/11/2012,1,11,2012,PTKOZ,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
46604,INCIDENTE,BRASÍLIA,DF,SBBR,01/11/2012,1,11,2012,PTRSP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
46563,ACIDENTE,ARUANÃ,GO,****,02/11/2012,2,11,2012,PTLHE,AVIÃO,PIPER AIRCRAFT,PA-31,PA31,PISTÃO,BIMOTOR,2948,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,SUBSTANCIAL,0
46572,INCIDENTE GRAVE,CURITIBA,PR,SBBI,02/11/2012,2,11,2012,PPBPP,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,BACACHERI,JUVENAL LOUREIRO CARDOSO,POUSO,SUBSTANCIAL,0
46589,ACIDENTE,RECIFE,PE,SNEM,02/11/2012,2,11,2012,PUIRB,ULTRALEVE,***,RV-9A,ULAC,PISTÃO,MONOMOTOR,750,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,1
46564,ACIDENTE,GOIÂNIA,GO,SWNV,03/11/2012,3,11,2012,PRBRO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,INSTRUÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,ARREMETIDA NO AR,SUBSTANCIAL,0
46588,ACIDENTE,BALNEÁRIO CAMBORIÚ,SC,****,03/11/2012,3,11,2012,PPZOE,AVIÃO,JULIO CESAR MANDELLI,EXCEL,ZZZZ,PISTÃO,MONOMOTOR,970,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,DESTRUÍDA,2
46565,ACIDENTE,COTEGIPE,BA,****,04/11/2012,4,11,2012,PRAPM,AVIÃO,AEROMOT,AMT-200SO,RF10,PISTÃO,MONOMOTOR,1050,ADMINISTRAÇÃO DIRETA,TEIXEIRA DE FREITAS,TEIXEIRA DE FREITAS,POUSO,SUBSTANCIAL,0
46683,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,04/11/2012,4,11,2012,PUAKV,ULTRALEVE,***,PARADISE I,ULAC,PISTÃO,MONOMOTOR,720,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
46566,ACIDENTE,LUZIÂNIA,GO,SWUZ,05/11/2012,5,11,2012,PTVIR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
46573,INCIDENTE GRAVE,SANTO ÂNGELO,RS,SBNM,05/11/2012,5,11,2012,PPGRU,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
46673,INCIDENTE,MACEIÓ,AL,SBMO,05/11/2012,5,11,2012,PPPJI,AVIÃO,EMBRAER,ERJ 170-200 LR,E170,JATO,BIMOTOR,38790,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
46583,ACIDENTE,ALMIRANTE TAMANDARÉ,PR,****,06/11/2012,6,11,2012,PTMFW,AVIÃO,PIPER AIRCRAFT,PA-31T2,PAY2,TURBOÉLICE,BIMOTOR,4297,TÁXI AÉREO,SÃO PEDRO,BACACHERI,APROXIMAÇÃO FINAL,DESTRUÍDA,4
46567,ACIDENTE,ALFENAS,MG,****,07/11/2012,7,11,2012,PRLTT,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,SÃO SEBASTIÃO DO PARAÍSO,COMANDANTE PASCHOAL PATROCÍNIO FILHO,TÁXI,SUBSTANCIAL,0
46592,ACIDENTE,QUERÊNCIA,MT,SNGV,07/11/2012,7,11,2012,PTWIS,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
46568,ACIDENTE,ALEGRETE,RS,****,08/11/2012,8,11,2012,PTUAD,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,0
46569,ACIDENTE,ALTÔNIA,PR,****,08/11/2012,8,11,2012,PRFAN,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,SUBSTANCIAL,0
46584,ACIDENTE,ARAPUTANGA,MT,SWYH,08/11/2012,8,11,2012,PTVUF,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
46694,INCIDENTE,MONTES CLAROS,MG,****,09/11/2012,9,11,2012,PUPIC,ULTRALEVE,DANIEL DO PRADO FERREIRA PINTO,BRAVO 700,ULAC,PISTÃO,MONOMOTOR,550,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
46713,INCIDENTE,GOIÂNIA,GO,SBGO,09/11/2012,9,11,2012,PTRQI,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
46570,ACIDENTE,SÃO PAULO,SP,SBSP,11/11/2012,11,11,2012,PRMRG,AVIÃO,CESSNA AIRCRAFT,525B,C25B,JATO,BIMOTOR,6291,TÁXI AÉREO,HERCÍLIO LUZ,CONGONHAS,POUSO,SUBSTANCIAL,0
52071,INCIDENTE,MACAÉ,RJ,****,11/11/2012,11,11,2012,PRLDA,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,NENHUM,0
46651,INCIDENTE,CURITIBA,PR,****,12/11/2012,12,11,2012,PRAZA,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,TURBOEIXO,BIMOTOR,51800,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
46585,ACIDENTE,BAGÉ,RS,SSCE,13/11/2012,13,11,2012,PPHJQ,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,587,INSTRUÇÃO,AEROCLUBE DE BAGÉ,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
46598,INCIDENTE,PELOTAS,RS,SBPK,13/11/2012,13,11,2012,PPGCN,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
46633,ACIDENTE,ABADIA DE GOIÁS,GO,****,15/11/2012,15,11,2012,PPZGV,AVIÃO,IVAN MOLCHAN,GV-2,ZZZZ,PISTÃO,MONOMOTOR,430,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
46586,ACIDENTE,URUAÇU,GO,****,16/11/2012,16,11,2012,PTGGB,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,FORA DE AERODROMO,URUAÇU,POUSO,SUBSTANCIAL,0
46605,INCIDENTE,CAMPO GRANDE,MS,SBCG,17/11/2012,17,11,2012,PRJPM,AVIÃO,PIPER AIRCRAFT,PA-46R-350T,PA46,PISTÃO,MONOMOTOR,1969,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
46614,INCIDENTE,BRASÍLIA,DF,SBBR,18/11/2012,18,11,2012,PRAYV,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
46587,ACIDENTE,CAMPO GRANDE,MS,SBCG,19/11/2012,19,11,2012,PTWFO,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,ADMINISTRAÇÃO DIRETA,SÃO PEDRO,CAMPO GRANDE,CORRIDA APÓS POUSO,SUBSTANCIAL,0
46599,INCIDENTE,AGUDOS,SP,****,19/11/2012,19,11,2012,PTNTY,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,NENHUM,0
46606,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,19/11/2012,19,11,2012,PRPDD,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
46687,INCIDENTE,PELOTAS,RS,SBPK,19/11/2012,19,11,2012,PPGCN,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,LEVE,0
46692,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,19/11/2012,19,11,2012,PRSED,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
46600,INCIDENTE,SÃO PAULO,SP,SBMT,20/11/2012,20,11,2012,PPCIC,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
46616,INCIDENTE,VITÓRIA,ES,SBVT,20/11/2012,20,11,2012,PTVOJ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
46591,ACIDENTE,RIO DE JANEIRO,RJ,****,21/11/2012,21,11,2012,PRUTJ,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,INSTRUÇÃO,JACAREPAGUÁ,JACAREPAGUÁ,MANOBRA,DESTRUÍDA,2
46618,INCIDENTE,BRASÍLIA,DF,SBBR,21/11/2012,21,11,2012,PPPLE,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
46629,INCIDENTE,ALIANÇA DO TOCANTINS,TO,****,21/11/2012,21,11,2012,PTOSN,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4581,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO AR,LEVE,0
46693,INCIDENTE,RIO LARGO,AL,****,21/11/2012,21,11,2012,PRLRR,AVIÃO,LEARJET,31,LJ31,JATO,BIMOTOR,7031,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
46590,ACIDENTE,MARICÁ,RJ,SDMC,22/11/2012,22,11,2012,PPMEJ,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,590,INSTRUÇÃO,MARICÁ,MARICÁ,POUSO,SUBSTANCIAL,0
46615,INCIDENTE,SÃO LUÍS,MA,SBSL,22/11/2012,22,11,2012,PPGEZ,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
46593,ACIDENTE,AMERICANA,SP,SDAI,23/11/2012,23,11,2012,PTZRC,AVIÃO,***,COMP AIR CA-7,ZZZZ,PISTÃO,MONOMOTOR,1885,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
46602,INCIDENTE,PINHEIRO,MA,SNYE,23/11/2012,23,11,2012,PTRPG,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
46612,ACIDENTE,CAMPINA GRANDE,PB,****,23/11/2012,23,11,2012,PUATM,ULTRALEVE,***,FASCINATION D4,ULAC,PISTÃO,MONOMOTOR,395,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
46617,INCIDENTE,SÃO PAULO,SP,SBMT,23/11/2012,23,11,2012,PPMRA,HELICÓPTERO,HELIBRAS,AS 350 B3,AS50,TURBOEIXO,MONOMOTOR,2250,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
46603,INCIDENTE,SÃO PAULO,SP,SBMT,24/11/2012,24,11,2012,PTVKZ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
46714,INCIDENTE,CURITIBA,PR,SBBI,25/11/2012,25,11,2012,PPLCP,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
46628,INCIDENTE,GOIÂNIA,GO,SBGO,26/11/2012,26,11,2012,PTRVH,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
46715,INCIDENTE,LONDRINA,PR,SBLO,26/11/2012,26,11,2012,PTBKU,AVIÃO,CESSNA AIRCRAFT,150J,C150,PISTÃO,MONOMOTOR,726,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
46716,INCIDENTE,CAMPINAS,SP,SBKP,27/11/2012,27,11,2012,PRATE,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
46723,INCIDENTE,LONDRINA,PR,SBLO,27/11/2012,27,11,2012,PTBKU,AVIÃO,CESSNA AIRCRAFT,150J,C150,PISTÃO,MONOMOTOR,726,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
52072,INCIDENTE,BELO HORIZONTE,MG,SBBH,27/11/2012,27,11,2012,PRRHG,AVIÃO,CESSNA AIRCRAFT,525A,C25A,JATO,BIMOTOR,5670,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
46601,INCIDENTE,CAMPINAS,SP,SBKP,28/11/2012,28,11,2012,N471EV,AVIÃO,BOEING COMPANY,747-273C,B742,JATO,QUADRIMOTOR,351534,***,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
46626,INCIDENTE,ITAJUBÁ,MG,SNHH,29/11/2012,29,11,2012,PTXXX1,HELICÓPTERO,HELIBRAS,***,***,TURBOEIXO,***,0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,LEVE,0
46627,INCIDENTE,BELO HORIZONTE,MG,SBBH,29/11/2012,29,11,2012,PTYVA,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,590,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
46710,ACIDENTE,VILA VELHA,ES,****,29/11/2012,29,11,2012,PUZFL,ULTRALEVE,***,FLOPES,ULAC,PISTÃO,MONOMOTOR,477,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,SUBSTANCIAL,1
46717,INCIDENTE,LONDRINA,PR,SBLO,29/11/2012,29,11,2012,PRRRM,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
46758,INCIDENTE,MANAUS,AM,SBEG,29/11/2012,29,11,2012,PTELW,AVIÃO,EMBRAER,EMB-820C CARAJA,PAT4,TURBOÉLICE,BIMOTOR,3629,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
46630,ACIDENTE,JAÚ,SP,SDMV,01/12/2012,1,12,2012,PTBMG,AVIÃO,CESSNA AIRCRAFT,180D,C180,PISTÃO,MONOMOTOR,1202,PARTICULAR,BATATAIS,FAZENDA MORRO VERMELHO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
46640,INCIDENTE,PALMAS,TO,SBPJ,01/12/2012,1,12,2012,PPPJU,AVIÃO,EMBRAER,ERJ 190-100 LR,E190,JATO,BIMOTOR,50300,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
46718,INCIDENTE,FORTALEZA,CE,****,01/12/2012,1,12,2012,PRAYH,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
46638,INCIDENTE,MANAUS,AM,SBEG,02/12/2012,2,12,2012,PRTBL,AVIÃO,CESSNA AIRCRAFT,525B,C25B,JATO,BIMOTOR,6291,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,LEVE,0
46707,INCIDENTE,GOIÂNIA,GO,SBGO,02/12/2012,2,12,2012,PRAXG,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
46719,INCIDENTE,CONFINS,MG,SBCF,02/12/2012,2,12,2012,PRGTZ,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
46720,INCIDENTE,GOIÂNIA,GO,SBGO,04/12/2012,4,12,2012,PRRLJ,AVIÃO,BOEING COMPANY,727-214F,B722,JATO,TRIMOTOR,88360,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
46706,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,05/12/2012,5,12,2012,PTHAX,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,590,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
46748,ACIDENTE,JUSCIMEIRA,MT,****,05/12/2012,5,12,2012,PTVPM,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,PARTICULAR,MARECHAL RONDON,RONDONÓPOLIS,POUSO,SUBSTANCIAL,0
46708,ACIDENTE,ITAQUI,RS,****,06/12/2012,6,12,2012,PTUNF,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
46712,INCIDENTE GRAVE,BELÉM,PA,SBJC,06/12/2012,6,12,2012,PTVKO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,PARTICULAR,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,AMBRÓSIO,DECOLAGEM,SUBSTANCIAL,0
46721,INCIDENTE,GUARULHOS,SP,SBGR,06/12/2012,6,12,2012,PRVBY,AVIÃO,BOEING COMPANY,737-73A,B737,JATO,BIMOTOR,70080,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,LEVE,0
46747,ACIDENTE,SORRISO,MT,****,06/12/2012,6,12,2012,PTGRR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,DESTRUÍDA,0
46735,ACIDENTE,POCONÉ,MT,****,07/12/2012,7,12,2012,PRCRM,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2495,PARTICULAR,ESTÂNCIA SANTA RITA,PORTO JOFRE,POUSO,SUBSTANCIAL,0
46746,ACIDENTE,PRIMAVERA DO LESTE,MT,SWPY,07/12/2012,7,12,2012,PTUMV,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,0
46765,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,07/12/2012,7,12,2012,PRRTS,AVIÃO,CESSNA AIRCRAFT,560XL,C56X,JATO,BIMOTOR,9163,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,LEVE,0
46722,INCIDENTE,JUNDIAÍ,SP,SBJD,08/12/2012,8,12,2012,PREJM,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
46845,ACIDENTE,FELIXLÂNDIA,MG,****,08/12/2012,8,12,2012,PUIMG,ULTRALEVE,FABRICACAO PROPRIA,***,***,***,SEM TRAÇÃO,0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,SUBSTANCIAL,2
